形態素	IOB2	メンション	wikipediaタイトル	wikipediaページ
木材				
の				
生産				
から				
消費				
まで				
関連				
企業				
の				
責任				
等				
に				
つい				
て				
政府				
が				
明確				
な				
指針				
を				
打ち出す				
こと				
が				
必要				
だ				
と				
思い				
ます				
。				
　				
これ				
は				
、				
合法				
性				
や				
環境				
へ				
の				
配慮				
を				
主張				
する				
輸出				
企業				
、				
国内				
の				
輸入				
企業				
など				
、				
企業				
側				
に				
とっ				
て				
も				
Ｅ				
Ｓ				
Ｇ				
投資				
拡大				
に				
つながる				
メリット				
に				
なる				
と				
思い				
ます				
。				
世界				
の				
流れ				
に				
乗り				
遅れる				
こと				
の				
ない				
よう				
に				
、				
既存				
の				
枠組み				
で				
足り				
ない				
ところ				
は				
補う				
よう				
に				
見直し				
を				
是非				
よろしく				
お				
願い				
いたし				
ます				
。				
　				
大臣				
、				
今				
まで				
の				
質疑				
を				
聞か				
れ				
て				
どう				
思わ				
れる				
でしょう				
か				
。				
環境				
に				
配慮				
さ				
れ				
ず				
に				
伐採				
さ				
れ				
た				
木材				
又				
は				
それ				
を				
材料				
と				
する				
製品				
等				
を				
使用				
する				
こと				
は				
、				
巡り巡っ				
て				
地球				
の				
森林				
資源				
を				
破壊				
し				
、				
森				
の				
生態				
系				
に				
影響				
を				
与え				
、				
人々				
の				
生存				
に				
影響				
を				
与える				
こと				
に				
つながり				
ます				
。				
その				
ため				
に				
、				
違法				
に				
伐採				
さ				
れ				
たり				
環境				
に				
配慮				
さ				
れ				
ず				
に				
伐採				
さ				
れ				
た				
木材				
及び				
関連				
製品				
の				
調達				
に				
つい				
て				
は				
十分				
な				
注意				
が				
必要				
に				
なる				
と				
思い				
ます				
が				
、				
大臣				
の				
所見				
を				
伺い				
ます				
。				
○				
国務				
大臣				
（				
原田				
義昭				
君				
）				
　				
木材				
の				
調達				
に				
当たり				
まし				
て				
は				
、				
当然				
の				
こと				
ながら				
、				
合法				
的				
に				
伐採				
さ				
れ				
た				
木材				
で				
ある				
か				
など				
、				
環境				
に				
配慮				
し				
て				
いる				
か				
どう				
か				
の				
確認				
が				
不可欠				
で				
ある				
と				
、				
こう				
考え				
て				
おり				
ます				
。				
　				
環境				
省				
と				
し				
て				
は				
、				
グリーン	B	グリーン購入法	国等による環境物品等の調達の推進等に関する法律	https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AD%89%E3%81%AB%E3%82%88%E3%82%8B%E7%92%B0%E5%A2%83%E7%89%A9%E5%93%81%E7%AD%89%E3%81%AE%E8%AA%BF%E9%81%94%E3%81%AE%E6%8E%A8%E9%80%B2%E7%AD%89%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%B3%95%E5%BE%8B
購入	I	グリーン購入法	国等による環境物品等の調達の推進等に関する法律	https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AD%89%E3%81%AB%E3%82%88%E3%82%8B%E7%92%B0%E5%A2%83%E7%89%A9%E5%93%81%E7%AD%89%E3%81%AE%E8%AA%BF%E9%81%94%E3%81%AE%E6%8E%A8%E9%80%B2%E7%AD%89%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%B3%95%E5%BE%8B
法	I	グリーン購入法	国等による環境物品等の調達の推進等に関する法律	https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AD%89%E3%81%AB%E3%82%88%E3%82%8B%E7%92%B0%E5%A2%83%E7%89%A9%E5%93%81%E7%AD%89%E3%81%AE%E8%AA%BF%E9%81%94%E3%81%AE%E6%8E%A8%E9%80%B2%E7%AD%89%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%B3%95%E5%BE%8B
の				
適切				
な				
運用				
に				
努め				
環境				
負荷				
の				
低減				
を				
図る				
と				
とも				
に				
、				
事業				
者				
に				
対し				
て				
は				
、				
環境				
負荷				
低減				
に				
資する				
製品				
、				
サービス				
を				
購入				
する				
こと				
の				
重要				
性				
を				
周知				
さ				
せる				
こと				
等				
、				
適切				
な				
対応				
を				
促し				
て				
まいり				
たい				
と				
、				
こう				
思っ				
て				
おり				
ます				
。				
○				
宮沢				
由佳				
君				
　				
今後				
の				
公共				
事業				
の				
木材				
調達				
基準				
に				
つい				
て				
、				
特に				
二				
〇二五年大阪万国博覧会				
に				
おい				
て				
、				
オリンピック				
・				
パラリンピック				
施設				
建設				
に				
関する				
木材				
の				
調達				
の				
実情				
を				
踏まえ				
政府				
と				
し				
て				
も				
しっかり				
と				
取り組ん				
で				
いただき				
たい				
と				
思い				
ます				
が				
、				
この				
大阪				
万博				
に				
向け				
て				
も				
大臣				
の				
思い				
を				
聞か				
せ				
て				
ください				
。				
○				
国務				
大臣				
（				
原田				
義昭				
君				
）				
　				
東京				
オリンピック				
・				
パラリンピック				
に				
続き				
まし				
て				
、				
大阪				
万博				
と				
いう				
また				
新しい				
日本				
人				
の				
夢				
が				
これ				
から				
実現				
する				
こと				
に				
なり				
ます				
。				
　				
グリーン	B	グリーン購入法	国等による環境物品等の調達の推進等に関する法律	https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AD%89%E3%81%AB%E3%82%88%E3%82%8B%E7%92%B0%E5%A2%83%E7%89%A9%E5%93%81%E7%AD%89%E3%81%AE%E8%AA%BF%E9%81%94%E3%81%AE%E6%8E%A8%E9%80%B2%E7%AD%89%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%B3%95%E5%BE%8B
購入	I	グリーン購入法	国等による環境物品等の調達の推進等に関する法律	https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AD%89%E3%81%AB%E3%82%88%E3%82%8B%E7%92%B0%E5%A2%83%E7%89%A9%E5%93%81%E7%AD%89%E3%81%AE%E8%AA%BF%E9%81%94%E3%81%AE%E6%8E%A8%E9%80%B2%E7%AD%89%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%B3%95%E5%BE%8B
法	I	グリーン購入法	国等による環境物品等の調達の推進等に関する法律	https://ja.wikipedia.org/wiki/%E5%9B%BD%E7%AD%89%E3%81%AB%E3%82%88%E3%82%8B%E7%92%B0%E5%A2%83%E7%89%A9%E5%93%81%E7%AD%89%E3%81%AE%E8%AA%BF%E9%81%94%E3%81%AE%E6%8E%A8%E9%80%B2%E7%AD%89%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%B3%95%E5%BE%8B
の				
判断				
基準				
に				
つき				
まし				
て				
は				
、				
必要				
に				
応じ				
て				
適宜				
見直し				
は				
行っ				
て				
いる				
ところ				
で				
あり				
ます				
。				
御				
指摘				
の				
オリンピック				
・				
パラリンピック				
も				
含め				
環境				
に				
配慮				
し				
た				
調達				
の				
具体				
的				
事例				
に				
つい				
て				
は				
、				
引き続き				
情報				
を				
収集				
し				
て				
いき				
たい				
と				
思っ				
て				
おり				
ます				
。				
　				
大阪				
万博				
に				
つき				
まし				
て				
は				
、				
木材				
の				
調達				
基準				
等				
は				
もとより				
万博				
主催				
者				
に				
よっ				
て				
今後				
検討				
さ				
れる				
もの				
と				
思っ				
て				
おり				
ます				
が				
、				
その				
検討				
に				
際し				
て				
は				
、				
環境				
省				
と				
し				
て				
も				
、				
オリパラ				
を				
始め				
環境				
に				
配慮				
し				
た				
調達				
の				
運用				
経験				
を				
踏まえ				
て				
必要				
な				
助言				
を				
行う				
こと				
など				
、				
適切				
に				
支援				
し				
て				
まいり				
たい				
と				
、				
こう				
思っ				
て				
おり				
ます				
。				
○				
宮沢				
由佳				
君				
　				
ありがとう				
ござい				
ます				
。				
どうぞ				
よろしく				
お				
願い				
し				
ます				
。				
　				
オランウータン				
の				
生息				
地				
を				
破壊				
する				
リスク				
が				
ある				
と				
いう				
の				
を				
ＮＧＯ				
が				
指摘				
し				
た				
と				
いう				
件				
な				
ん				
で				
ござい				
ます				
けれど				
も				
、				
その				
はっきり				
し				
た				
こと				
は				
まだ				
今				
調査				
中				
と				
いう				
こと				
な				
ん				
です				
けれど				
も				
、				
例えば				
、				
ある				
企業				
が				
日本				
に				
輸出				
し				
て				
いる				
木材				
に				
関し				
て				
は				
しっかり				
と				
基準				
に				
のっとっ				
た				
合法				
な				
材				
を				
輸出				
し				
て				
いる				
、				
ただ				
、				
その				
企業				
が				
、				
日本				
に				
は				
輸出				
し				
て				
い				
ない				
けれど				
も				
、				
一方				
で				
、				
別				
の				
材				
に				
関し				
て				
は				
こう				
いっ				
た				
違法				
伐採				
で				
あっ				
たり				
、				
また				
原住				
民				
を				
脅かす				
よう				
な				
行為				
を				
し				
て				
いる				
と				
いう				
場合				
、				
これ				
は				
非常				
に				
精査				
が				
難しい				
の				
か				
も				
しれ				
ない				
です				
。				
こう				
いっ				
た				
問題				
が				
この				
問題				
に				
も				
含ま				
れ				
て				
いる				
と				
いう				
こと				
で				
、				
その				
企業				
の				
、				
Ｅ				
Ｓ				
Ｇ				
投資				
も				
含め				
て				
です				
けれど				
も				
、				
その				
企業				
の				
やはり				
信頼				
性				
、				
そして				
信用				
性				
と				
いう				
ところ				
で				
は				
是非				
追及				
し				
て				
、				
また				
精査				
し				
て				
いただき				
たい				
と				
いう				
ふう				
に				
思っ				
て				
おり				
ます				
。				
　				
やはり				
いろいろ				
な				
こと				
が				
情報				
開示				
と				
いう				
こと				
で				
問題				
に				
なっ				
て				
おり				
ます				
けれど				
も				
、				
私				
たち				
が				
求め				
て				
いる				
の				
は				
信頼				
性				
、				
信用				
性				
、				
どう				
し				
て				
それ				
を				
選ん				
だ				
の				
か				
、				
また				
、				
それ				
は				
どこ				
から				
来				
た				
の				
か				
と				
いう				
丁寧				
な				
説明				
が				
私				
たち				
が				
求め				
て				
いる				
こと				
だ				
と				
思い				
ます				
の				
で				
、				
今後				
も				
材				
の				
調達				
に				
関し				
て				
は				
、				
その				
輸入				
し				
た				
材				
だけ				
で				
は				
なく				
て				
、				
その				
材				
を				
輸出				
し				
て				
いる				
企業				
が				
その				
他				
の				
事業				
に				
おい				
て				
問題				
が				
ない				
の				
か				
、				
そう				
いっ				
た				
観点				
から				
も				
見				
て				
いただける				
と				
助かり				
ます				
。				
是非				
よろしく				
お				
願い				
し				
ます				
と				
いう				
こと				
を				
お				
願い				
いたし				
まし				
て				
、				
私				
の				
質問				
を				
終わり				
たい				
と				
思い				
ます				
。				
　				
ありがとう				
ござい				
まし				
た				
。				
○				
武田				
良介				
君				
　				
日本				
共産				
党				
の				
武田				
良介				
です				
。				
　				
前回				
の				
質疑				
で				
は				
石炭				
火力				
発電				
所				
の				
新増設				
に				
つい				
て				
質問				
さ				
せ				
て				
いただき				
まし				
て				
、				
全て				
の				
新増設				
計画				
が				
実行				
さ				
れれ				
ば				
、				
低				
効率				
の				
石炭				
火力				
発電				
所				
を				
止め				
た				
と				
し				
て				
も				
、				
二				
〇				
三				
〇				
年				
の				
ＣＯ２				
二				
六				
％				
の				
削減				
と				
いう				
目標				
は				
達成				
でき				
ない				
と				
いう				
こと				
を				
確認				
し				
まし				
た				
。				
つまり				
、				
その				
新増設				
は				
認め				
ない				
し				
、				
かつ				
既存				
の				
低				
効率				
も				
止める				
、				
同時				
に				
必要				
だ				
と				
いう				
こと				
を				
明らか				
に				
し				
た				
と				
思い				
ます				
。				
　				
引き続き				
、				
今日				
は				
既設				
の				
石炭				
火力				
発電				
所				
に				
つい				
て				
質問				
し				
て				
いき				
たい				
と				
いう				
ふう				
に				
思い				
ます				
。				
　				
まず				
、				
環境				
省				
に				
確認				
を				
さ				
せ				
て				
いただき				
たい				
と				
思い				
ます				
が				
、				
既設				
の				
石炭				
火力				
の				
発電				
所				
、				
全国				
に				
何				
基				
ある				
の				
か				
把握				
さ				
れ				
て				
い				
ます				
でしょう				
か				
。				
○				
政府				
参考				
人				
（				
森下				
哲				
君				
）				
　				
既設				
の				
石炭				
火力				
発電				
に				
つい				
て				
の				
御				
質問				
で				
ござい				
ます				
。				
　				
一般				
社団				
法人				
火力				
原子				
力				
発電				
技術				
協会				
が				
作成				
を				
さ				
れ				
て				
おら				
れ				
ます				
火力				
・				
原子				
力				
発電				
所				
設備				
要覧				
、				
平成				
二十				
九				
年度				
改訂				
版				
に				
より				
ます				
と				
、				
既設				
の				
石炭				
火力				
発電				
は				
石炭				
を				
主				
燃料				
と				
する				
もの				
に				
つい				
て				
は				
二百				
三十				
六				
基				
と				
なっ				
て				
ござい				
ます				
。				
○				
武田				
良介				
君				
　				
環境				
省				
と				
し				
て				
つかん				
で				
い				
ます				
か				
。				
○				
政府				
参考				
人				
（				
森下				
哲				
君				
）				
　				
先ほど				
の				
資料				
に				
基づい				
て				
、				
環境				
省				
と				
し				
て				
承知				
を				
し				
て				
いる				
の				
が				
先ほど				
の				
数字				
と				
いう				
こと				
で				
ござい				
ます				
。				
○				
武田				
良介				
君				
　				
私				
、				
本当				
に				
、				
昨日				
通告				
し				
て				
びっくり				
し				
た				
ん				
です				
ね				
。				
環境				
省				
独自				
に				
、				
現実				
の				
、				
事実				
の				
問題				
です				
よ				
、				
ＣＯ２				
の				
排出				
削減				
、				
その				
ため				
に				
石炭				
火力				
を				
どう				
止め				
て				
いく				
の				
か				
と				
いう				
こと				
が				
これ				
だけ				
問わ				
れ				
て				
いる				
とき				
に				
、				
そもそも				
どれ				
だけ				
ある				
の				
か				
と				
いう				
こと				
を				
民間				
の				
資料				
に				
頼ら				
なかっ				
たら				
分から				
ない				
と				
いう				
。				
もう				
この				
状況				
は				
、				
私				
本当				
に				
驚き				
まし				
た				
。				
　				
ちょっと				
通告				
し				
て				
い				
ない				
です				
けど				
、				
大臣				
、				
いかが				
です				
か				
。				
○				
国務				
大臣				
（				
原田				
義昭				
君				
）				
　				
ただいま				
の				
御				
意見				
踏まえ				
まし				
て				
、				
私				
ども				
と				
し				
て				
も				
しっかり				
把握				
を				
し				
たい				
と				
、				
こう				
思っ				
て				
おり				
ます				
。				
○				
武田				
良介				
君				
　				
私				
たち				
と				
し				
て				
も				
把握				
を				
し				
たい				
と				
いう				
答弁				
を				
確認				
し				
たい				
と				
思う				
ん				
です				
。				
　				
前回				
の				
質疑				
で				
も				
、				
まず				
手				
を				
着ける				
べき				
は				
石炭				
火力				
だ				
と				
いう				
こと				
を				
私				
指摘				
を				
いたし				
まし				
た				
。				
これ				
まで				
の				
世界				
の				
科学				
的				
な				
知見				
、				
ＩＰＣＣ				
の				
例えば				
第				
五				
次				
の				
報告				
書				
で				
も				
、				
世界				
の				
温室				
効果				
ガス				
の				
排出				
は				
七				
八				
％				
は				
化石				
燃料				
燃焼				
と				
産業				
プロセス				
から				
の				
ＣＯ２				
だっ				
た				
と				
いう				
こと				
だ				
と				
か				
、				
石炭				
の				
使用				
増加				
が				
低				
炭素				
化				
傾向				
を				
逆転				
し				
た				
こと				
、				
更に				
言え				
ば				
、				
電力				
部門				
は				
最も				
費用				
効果				
的				
に				
低				
炭素				
化				
できる				
主要				
要素				
で				
ある				
と				
いう				
こと				
も				
指摘				
を				
さ				
れ				
て				
おり				
ます				
。				
つまり				
、				
石炭				
の				
燃焼				
を				
減らす				
こと				
、				
その				
ため				
に				
とりわけ				
電力				
部門				
から				
止める				
と				
いう				
こと				
が				
大切				
だ				
と				
いう				
こと				
だ				
と				
思い				
ます				
。				
今				
ＣＯＰ				
も				
開か				
れ				
て				
い				
ます				
けれど				
も				
、				
とりわけ				
焦点				
は				
、				
二				
〇				
三				
〇				
年				
まで				
の				
取組				
が				
非常				
に				
今				
焦点				
に				
なっ				
て				
いる				
と				
思い				
ます				
。				
　				
大臣				
に				
お				
伺い				
し				
たい				
と				
思う				
ん				
です				
が				
、				
全て				
の				
石炭				
火力				
発電				
所				
、				
二				
〇				
三				
〇				
年				
まで				
に				
停止				
し				
て				
いく				
、				
稼働				
を				
ゼロ				
に				
し				
て				
いく				
、				
そう				
いう				
状況				
を				
つくる				
こと				
が				
必要				
だ				
と				
いう				
ふう				
に				
思い				
ます				
が				
、				
大臣				
、				
いかが				
です				
か				
。				
○				
国務				
大臣				
（				
原田				
義昭				
君				
）				
　				
地球				
温暖				
化				
対策				
に				
つい				
て				
は				
、				
政府				
と				
し				
て				
閣議				
決定				
を				
し				
て				
おり				
ます				
地球				
温暖				
化				
対策				
計画				
に				
基づい				
て				
取組				
を				
進め				
て				
いる				
ところ				
で				
ござい				
ます				
。				
この				
地球				
温暖				
化				
対策				
計画				
に				
おい				
て				
は				
、				
二				
〇				
三				
〇				
年度				
の				
削減				
目標				
や				
エネルギー				
ミックス				
と				
整合				
する				
電力				
業				
界				
の				
排出				
係数				
の				
目標				
を				
確実				
に				
達成				
し				
て				
いく				
ため				
、				
毎				
年度				
その				
進捗				
状況				
を				
評価				
する				
こと				
と				
定め				
て				
おり				
ます				
。				
　				
まず				
は				
、				
地球				
温暖				
化				
対策				
計画				
に				
定め				
られ				
て				
いる				
二				
〇				
三				
〇				
年度				
の				
目標				
を				
達成				
できる				
よう				
、				
電気				
事業				
者				
に				
も				
しっかり				
と				
取組				
を				
進め				
て				
いただく				
こと				
が				
重要				
で				
ある				
と				
考え				
て				
おり				
ます				
。				
○				
武田				
良介				
君				
　				
前回				
の				
質疑				
で				
も				
やり				
まし				
た				
けれど				
も				
、				
二				
月				
合意				
に				
基づく				
進捗				
の				
レビュー				
と				
いう				
話				
も				
今				
あり				
まし				
た				
。				
これ				
、				
やっぱり				
事業				
者				
の				
方				
に				
お				
願い				
する				
と				
いう				
こと				
が				
環境				
省				
の				
基本				
的				
な				
姿勢				
に				
なっ				
て				
いる				
と				
いう				
こと				
を				
私				
は				
大				
問題				
だ				
と				
いう				
ふう				
に				
思っ				
て				
おり				
ます				
けれど				
も				
、				
環境				
省				
に				
もう				
一				
回				
確認				
し				
ます				
。				
もう				
一				
つ				
確認				
し				
ます				
。				
　				
先ほど				
全国				
に				
どれ				
だけ				
石炭				
火力				
ある				
か				
と				
いう				
こと				
を				
お				
聞き				
し				
まし				
た				
が				
、				
石炭				
火力				
に				
も				
いろいろ				
あり				
ます				
。				
比較				
的				
効率				
が				
高い				
と				
言わ				
れ				
て				
いる				
超				
超				
臨界				
圧				
の				
もの				
も				
あれ				
ば				
、				
それ				
より				
更に				
ＣＯ２				
を				
出す				
超				
臨界				
の				
もの				
、				
もっと				
出す				
亜				
臨界				
の				
もの				
、				
いろいろ				
あり				
ます				
が				
、				
超				
臨界				
、				
亜				
臨界				
、				
それぞれ				
今				
何				
基				
あり				
ます				
か				
。				
○				
政府				
参考				
人				
（				
森下				
哲				
君				
）				
　				
先ほど				
申し上げ				
まし				
た				
火力				
・				
原子				
力				
発電				
所				
設備				
要覧				
に				
おき				
まし				
て				
は				
、				
個別				
の				
既設				
石炭				
火力				
の				
発電				
方式				
別				
の				
情報				
が				
ござい				
ませ				
ん				
。				
私				
ども				
、				
その				
既設				
の				
石炭				
火力				
の				
うち				
、				
超				
超				
臨界				
、				
超				
臨界				
、				
亜				
臨界				
、				
それぞれ				
何				
基				
ずつ				
か				
は				
把握				
を				
し				
て				
い				
ない				
と				
いう				
こと				
で				
ござい				
ます				
。				
○				
武田				
良介				
君				
　				
把握				
し				
て				
い				
ない				
と				
いう				
こと				
が				
私				
、				
本当				
に				
驚き				
ます				
し				
、				
それ				
で				
は				
なら				
ぬ				
と				
いう				
こと				
だ				
と				
思う				
ん				
です				
ね				
。				
実態				
つかま				
ず				
に				
どう				
やっ				
て				
ＣＯ２				
排出				
削減				
の				
議論				
を				
リード				
し				
て				
いく				
と				
いう				
の				
か				
。				
その				
実態				
も				
つかん				
で				
い				
なかっ				
た				
と				
いう				
こと				
です				
から				
、				
環境				
省				
、				
やる気				
が				
なかっ				
た				
と				
言わ				
れ				
た				
って				
仕方				
が				
ない				
よう				
な				
、				
そう				
いう				
状況				
だ				
と				
思う				
ん				
です				
。				
　				
大臣				
、				
先ほど				
、				
私				
たち				
と				
し				
て				
も				
つかん				
で				
いく				
と				
いう				
こと				
を				
お				
話し				
に				
なり				
まし				
た				
。				
どう				
いう				
石炭				
火力				
が				
どれ				
だけ				
ある				
か				
と				
、				
それ				
つかむ				
の				
も				
大事				
です				
が				
、				
この				
際				
、				
過去				
それぞれ				
の				
年度				
ごと				
に				
どれ				
だけ				
の				
稼働				
率				
だっ				
た				
か				
と				
か				
、				
それぞれ				
の				
石炭				
火力				
発電				
所				
から				
どれ				
だけ				
の				
ＣＯ２				
が				
排出				
さ				
れ				
た				
の				
か				
、				
直接				
の				
排出				
量				
だ				
と				
か				
、				
そう				
いっ				
た				
こと				
の				
調査				
だ				
って				
これ				
必要				
に				
なっ				
て				
くる				
ん				
じゃ				
ない				
です				
か				
。				
大臣				
、				
どう				
です				
か				
。				
○				
政府				
参考				
人				
（				
森下				
哲				
君				
）				
　				
ＣＯ２				
の				
排出				
量				
に				
つき				
まし				
て				
は				
、				
個別				
に				
データ				
を				
整え				
た				
上				
で				
、				
それ				
を				
集計				
し				
て				
毎				
年度				
公表				
さ				
せ				
て				
いただい				
て				
おり				
ます				
。				
その				
中				
に				
石炭				
火力				
発電				
所				
も				
当然				
入っ				
て				
いる				
と				
いう				
こと				
で				
ござい				
ます				
。				
○				
武田				
良介				
君				
　				
それぞれ				
の				
石炭				
火力				
発電				
所				
から				
の				
直接				
排出				
量				
なんて				
分かる				
ん				
です				
か				
。				
○				
政府				
参考				
人				
（				
森下				
哲				
君				
）				
　				
個別				
に				
いただい				
て				
おり				
ます				
。				
○				
武田				
良介				
君				
　				
じゃ				
、				
それ				
まとめ				
て				
公表				
いただける				
もの				
が				
ある				
わけ				
です				
か				
。				
○				
政府				
参考				
人				
（				
森下				
哲				
君				
）				
　				
毎年				
、				
温室				
効果				
ガス				
の				
排出				
量				
に				
つき				
まし				
て				
は				
公表				
さ				
せ				
て				
いただい				
て				
おり				
ます				
。				
　				
例えば				
、				
先般				
、				
つい				
十				
一				
月				
三十				
日				
に				
速報				
値				
を				
公表				
さ				
せ				
て				
いただい				
て				
おり				
ます				
けれど				
も				
、				
その				
中				
で				
は				
、				
速報				
ベース				
で				
は				
ござい				
ます				
けれど				
も				
、				
ここ				
四				
年				
連続				
で				
温室				
効果				
ガス				
の				
排出				
量				
、				
全体				
で				
は				
下がっ				
て				
いる				
と				
いう				
こと				
も				
発出				
さ				
せ				
て				
いただい				
て				
おり				
まし				
て				
、				
その				
中				
で				
、				
例えば				
部門				
別				
の				
排出				
量				
と				
いう				
こと				
で				
公表				
さ				
せ				
て				
いただい				
て				
いる				
と				
いう				
こと				
で				
ござい				
ます				
。				
○				
武田				
良介				
君				
　				
部門				
別				
と				
いう				
こと				
じゃ				
なく				
て				
、				
それぞれ				
の				
、				
石炭				
火力				
発電				
所				
が				
何				
基				
ある				
か				
と				
いう				
こと				
も				
つかん				
で				
い				
なかっ				
た				
わけ				
です				
よ				
ね				
、				
それぞれ				
の				
石炭				
火力				
発電				
所				
から				
どれ				
だけ				
出				
て				
い				
た				
の				
か				
。				
もちろん				
、				
それぞれ				
の				
効率				
も				
違い				
ます				
。				
どれ				
だけ				
稼働				
し				
た				
か				
に				
よっ				
て				
、				
どれ				
だけ				
出				
た				
か				
と				
いう				
実績				
も				
違い				
ます				
。				
今				
、				
部門				
別				
と				
おっしゃっ				
た				
けど				
、				
それぞれ				
の				
石炭				
火力				
の				
そう				
いっ				
た				
実態				
は				
つかま				
れ				
て				
い				
ない				
わけ				
じゃ				
ない				
です				
か				
。				
○				
政府				
参考				
人				
（				
森下				
哲				
君				
）				
　				
個別				
の				
データ				
に				
つい				
て				
は				
しっかり				
と				
集計				
を				
さ				
せ				
て				
いただい				
て				
おり				
ます				
。				
○				
武田				
良介				
君				
　				
じゃ				
、				
ちょっと				
時間				
も				
あれ				
です				
の				
で				
、				
また				
この				
後				
お				
聞き				
し				
たい				
と				
思い				
ます				
けど				
、				
公表				
できる				
データ				
は				
どんどん				
出し				
て				
いただい				
て				
、				
実態				
つかま				
なかっ				
たら				
対策				
打て				
ない				
わけ				
です				
から				
、				
その				
こと				
は				
厳しく				
指摘				
を				
さ				
せ				
て				
いただき				
たい				
と				
思い				
ます				
し				
。				
　				
大臣				
、				
もう				
一				
度				
お				
伺い				
を				
し				
たい				
と				
思う				
ん				
です				
けど				
、				
低				
効率				
の				
石炭				
火力				
発電				
所				
、				
日本				
に				
たくさん				
あり				
ます				
。				
なかなか				
はっきり				
し				
た				
お				
話				
いただけ				
なかっ				
た				
です				
けど				
、				
環境				
団体				
は				
これ				
調べ				
て				
いる				
わけ				
です				
ね				
。				
石炭				
火力				
発電				
所				
、				
環境				
団体				
の				
調べ				
に				
よる				
と				
全体				
で				
百				
十				
七				
ある				
と				
いう				
ふう				
に				
言わ				
れ				
て				
いる				
と				
思い				
ます				
し				
、				
例えば				
超				
臨界				
の				
もの				
は				
二十				
一				
基				
、				
亜				
臨界				
の				
もの				
に				
至っ				
て				
は				
六十				
九				
基				
ある				
と				
いう				
もの				
も				
出				
て				
おり				
ます				
。				
まず				
ここ				
を				
止め				
て				
いく				
べき				
だ				
と				
思う				
ん				
です				
。				
　				
さっき				
も				
言い				
まし				
た				
けど				
、				
二				
〇				
三				
〇				
年				
まで				
に				
どう				
する				
の				
か				
と				
いう				
こと				
が				
今				
一				
つ				
焦点				
に				
なっ				
て				
い				
ます				
。				
二				
〇				
三				
〇				
年				
まで				
に				
低				
効率				
の				
石炭				
火力				
発電				
所				
から				
止め				
て				
いく				
と				
いう				
、				
そう				
いう				
道筋				
を				
、				
もう				
これ				
は				
政治				
判断				
と				
し				
て				
、				
大臣				
の				
判断				
と				
し				
て				
描い				
て				
いく				
べき				
じゃ				
ない				
か				
と				
思い				
ます				
けれど				
も				
、				
いかが				
です				
か				
。				
○				
国務				
大臣				
（				
原田				
義昭				
君				
）				
　				
二				
〇				
三				
〇				
年				
に				
向け				
て				
は				
、				
地球				
温暖				
化				
対策				
計画				
に				
基づく				
取組				
を				
着実				
に				
実施				
し				
て				
、				
政府				
全体				
で				
二				
六				
％				
削減				
目標				
の				
達成				
を				
目指す				
こと				
と				
し				
て				
おり				
ます				
。				
また				
、				
その				
対策				
、				
施策				
の				
進捗				
状況				
に				
つい				
て				
地球				
温暖				
化				
対策				
推進				
本部				
に				
おい				
て				
毎年				
厳格				
に				
点検				
する				
と				
とも				
に				
、				
少なく				
とも				
三				
年				
ごと				
に				
目標				
及び				
施策				
に				
つい				
て				
検討				
を				
行い				
、				
必要				
に				
応じ				
て				
計画				
を				
見直す				
こと				
と				
し				
て				
おる				
ところ				
で				
ござい				
ます				
。				
　				
こう				
し				
た				
政府				
全体				
の				
取組				
の				
中				
で				
、				
環境				
省				
と				
し				
て				
、				
石炭				
火力				
発電				
に				
対し				
て				
は				
、				
経産				
大臣				
と				
の				
合意				
に				
基づく				
電気				
事業				
分野				
に				
おけ				
る				
地球				
温暖				
化				
対策				
の				
進捗				
レビュー				
や				
環境				
アセスメント				
に				
おけ				
る				
大臣				
意見				
の				
機会				
を				
通じ				
、				
厳しい				
姿勢				
で				
臨ん				
で				
まいり				
たい				
と				
思い				
ます				
。				
　				
あわせ				
て				
、				
ただいま				
御				
指摘				
の				
よう				
に				
、				
必要				
な				
限り				
に				
おい				
て				
は				
いろいろ				
と				
実態				
の				
把握				
に				
つい				
て				
努め				
て				
いき				
たい				
と				
、				
こう				
いう				
ふう				
に				
思っ				
て				
おり				
ます				
。				
○				
武田				
良介				
君				
　				
道筋				
を				
描い				
て				
いく				
べき				
で				
は				
ない				
か				
と				
いう				
こと				
を				
私				
お				
聞き				
を				
し				
まし				
た				
が				
、				
経産				
大臣				
と				
の				
合意				
、				
進捗				
レビュー				
、				
前回				
も				
お				
聞き				
し				
まし				
た				
けれど				
も				
、				
それ				
で				
は				
やっぱり				
でき				
ない				
わけ				
です				
ね				
、				
石炭				
火力				
を				
止め				
て				
いく				
と				
いう				
こと				
が				
。				
　				
これ				
は				
大臣				
